url,epiweek,year
https://iris.who.int/bitstream/handle/10665/373147/OEW37-1117092023.pdf,37,2023
https://iris.who.int/bitstream/handle/10665/372929/OEW36-0410092023.pdf,36,2023
https://iris.who.int/bitstream/handle/10665/372928/OEW35-270803092023.pdf,35,2023
https://iris.who.int/bitstream/handle/10665/372811/OEW34-2127082023.pdf,34,2023
https://iris.who.int/bitstream/handle/10665/372631/OEW33-1420082023.pdf,33,2023
https://iris.who.int/bitstream/handle/10665/372200/OEW30-2430072023.pdf,30,2023
https://iris.who.int/bitstream/handle/10665/371956/OEW29-1723072023.pdf,29,2023
https://iris.who.int/bitstream/handle/10665/371502/OEW28-1016072023.pdf,28,2023
https://iris.who.int/bitstream/handle/10665/370961/OEW27-0309072023.pdf,27,2023
https://iris.who.int/bitstream/handle/10665/370667/OEW26-1925062023.pdf,26,2023
https://iris.who.int/bitstream/handle/10665/370166/OEW25-1218062023.pdf,25,2023
https://iris.who.int/bitstream/handle/10665/370165/OEW24-050611062023.pdf,24,2023
https://iris.who.int/bitstream/handle/10665/369059/OEW23-290504062023.pdf,23,2023
https://iris.who.int/bitstream/handle/10665/368482/OEW22-2228052023.pdf,22,2023
https://iris.who.int/bitstream/handle/10665/368189/OEW21-1521052023.pdf,21,2023
https://iris.who.int/bitstream/handle/10665/367952/OEW20-0814052023.pdf,20,2023
https://iris.who.int/bitstream/handle/10665/367814/OEW19-0107052023.pdf,19,2023
https://iris.who.int/bitstream/handle/10665/367498/OEW18-2430042023.pdf,18,2023
https://iris.who.int/bitstream/handle/10665/367270/OEW17-1723042023.pdf,17,2023
https://iris.who.int/bitstream/handle/10665/367138/OEW16-1016042023.pdf,16,2023
https://iris.who.int/bitstream/handle/10665/366975/OEW15-0309042023.pdf,15,2023
https://iris.who.int/bitstream/handle/10665/366824/OEW14-270302042023.pdf,14,2023
https://iris.who.int/bitstream/handle/10665/366719/OEW13_2026032023.pdf,13,2023
https://iris.who.int/bitstream/handle/10665/366585/OEW12-1319032023.pdf,12,2023
https://iris.who.int/bitstream/handle/10665/366504/OEW11-0612032023.pdf,11,2023
https://iris.who.int/bitstream/handle/10665/366418/OEW10-270205032023.pdf,10,2023
https://iris.who.int/bitstream/handle/10665/366345/OEW09-2026022023.pdf,9,2023
https://iris.who.int/bitstream/handle/10665/366332/OEW08-1319022023.pdf,8,2023
https://iris.who.int/bitstream/handle/10665/366273/OEW07-0612022023.pdf,7,2023
https://iris.who.int/bitstream/handle/10665/365964/OEW06-300105022023.pdf,6,2023
https://iris.who.int/bitstream/handle/10665/365810/OEW05-232901.pdf,5,2023
https://iris.who.int/bitstream/handle/10665/365707/OEW04-1622012023.pdf,4,2023
https://iris.who.int/bitstream/handle/10665/365633/OEW03-915012023-eng.pdf?sequence=1&isAllowed=y,3,2023
https://iris.who.int/bitstream/handle/10665/365578/OEW02-0208012023.pdf?sequence=1&isAllowed=y,2,2023
https://iris.who.int/bitstream/handle/10665/365512/OEW01-261222010123.pdf?sequence=1&isAllowed=y,1,2023
https://iris.who.int/bitstream/handle/10665/365480/OEW52-1925120222.pdf,52,2022
https://iris.who.int/bitstream/handle/10665/365386/OEW51-1218122022.pdf,51,2022
https://iris.who.int/bitstream/handle/10665/365336/OEW50-0511122022.pdf,50,2022
https://iris.who.int/bitstream/handle/10665/365282/OEW49-281104122022.pdf,49,2022
https://iris.who.int/bitstream/handle/10665/365095/OEW48-2127112022.pdf,48,2022
https://iris.who.int/bitstream/handle/10665/364717/OEW47-1420112022.pdf,47,2022
https://iris.who.int/bitstream/handle/10665/364584/OEW46-0713112022.pdf,46,2022
https://iris.who.int/bitstream/handle/10665/364336/OEW45-311006112022.pdf,45,2022
https://iris.who.int/bitstream/handle/10665/364078/OEW44-2430102022.pdf,44,2022
https://iris.who.int/bitstream/handle/10665/363780/OEW43-1723102022.pdf,43,2022
https://iris.who.int/bitstream/handle/10665/363696/OEW42-1016102022.pdf,42,2022
https://iris.who.int/bitstream/handle/10665/363497/OEW41-0309102022.pdf,41,2022
https://iris.who.int/bitstream/handle/10665/363400/OEW40-260902102022.pdf,40,2022
https://iris.who.int/bitstream/handle/10665/363303/OEW39-1925092022.pdf,39,2022
https://iris.who.int/bitstream/handle/10665/363154/OEW38-1218082022.pdf,38,2022
https://iris.who.int/bitstream/handle/10665/362665/OEW37-0511092022.pdf,37,2022
https://iris.who.int/bitstream/handle/10665/362389/OEW36-290804092022.pdf,36,2022
https://iris.who.int/bitstream/handle/10665/362112/OEW35-2228082022.pdf,35,2022
https://iris.who.int/bitstream/handle/10665/362017/OEW34-1521082022.pdf,34,2022
https://iris.who.int/bitstream/handle/10665/361771/OEW33-0814082022.pdf,33,2022
https://iris.who.int/bitstream/handle/10665/361525/OEW32-0107082022.pdf,32,2022
https://iris.who.int/bitstream/handle/10665/361243/OEW31-2531072022.pdf,31,2022
https://iris.who.int/bitstream/handle/10665/360976/OEW30-1824072022.pdf,30,2022
https://iris.who.int/bitstream/handle/10665/360510/OEW29-1117072022.pdf,29,2022
https://iris.who.int/bitstream/handle/10665/360358/OEW28-0410072022.pdf,28,2022
https://iris.who.int/bitstream/handle/10665/359281/OEW27-270603072022.pdf,27,2022
https://iris.who.int/bitstream/handle/10665/358807/OEW26-2026062022.pdf,26,2022
https://iris.who.int/bitstream/handle/10665/357655/OEW25-1319062022.pdf,25,2022
https://iris.who.int/bitstream/handle/10665/356619/OEW24-0612062022.pdf,24,2022
https://iris.who.int/bitstream/handle/10665/355799/OEW23-300505062022.pdf,23,2022
https://iris.who.int/bitstream/handle/10665/354782/OEW22-2329052022.pdf,22,2022
https://iris.who.int/bitstream/handle/10665/354552/OEW21-1622052022.pdf,21,2022
https://iris.who.int/bitstream/handle/10665/354389/OEW20-0915052022.pdf,20,2022
https://iris.who.int/bitstream/handle/10665/354215/OEW19-0202052022.pdf,19,2022
https://iris.who.int/bitstream/handle/10665/353957/OEW18-240401052022.pdf,18,2022
https://iris.who.int/bitstream/handle/10665/353573/OEW17-1824042022.pdf,17,2022
https://iris.who.int/bitstream/handle/10665/353351/OEW16-1111720422022.pdf,16,2022
https://iris.who.int/bitstream/handle/10665/353065/OEW15-0410042022.pdf,15,2022
https://iris.who.int/bitstream/handle/10665/352849/OEW14-280303042022.pdf,14,2022
https://iris.who.int/bitstream/handle/10665/352663/OEW13-2127032022.pdf,13,2022
https://iris.who.int/bitstream/handle/10665/352570/OEW12-1420032022.pdf,12,2022
https://iris.who.int/bitstream/handle/10665/352474/OEW11-0713032022.pdf,11,2022
https://iris.who.int/bitstream/handle/10665/352364/OEW10-280206032022.pdf,10,2022
https://iris.who.int/bitstream/handle/10665/352262/OEW09-2127022022.pdf,9,2022
https://iris.who.int/bitstream/handle/10665/352056/OEW08-1420022022.pdf,8,2022
https://iris.who.int/bitstream/handle/10665/351992/OEW07-0713022022.pdf,7,2022
https://iris.who.int/bitstream/handle/10665/351606/OEW06-310106022022.pdf,6,2022
https://iris.who.int/bitstream/handle/10665/351433/OEW05-2430012022.pdf,5,2022
https://iris.who.int/bitstream/handle/10665/351164/OEW04-1723012022.pdf,4,2022
https://iris.who.int/bitstream/handle/10665/351110/OEW03-1016012022.pdf,3,2022
https://iris.who.int/bitstream/handle/10665/351001/OEW02-0309012022.pdf,2,2022
https://iris.who.int/bitstream/handle/10665/350967/OEW01-271202012022.pdf,1,2022
https://iris.who.int/bitstream/handle/10665/350957/OEW52-2026122021.pdf,52,2021
https://iris.who.int/bitstream/handle/10665/350880/OEW51-1319122021.pdf,51,2021
https://iris.who.int/bitstream/handle/10665/350534/OEW50-0612122021.pdf,50,2021
https://iris.who.int/bitstream/handle/10665/350196/OEW49-291105122021.pdf,49,2021
https://iris.who.int/bitstream/handle/10665/349801/OEW48-2228112021.pdf,48,2021
https://iris.who.int/bitstream/handle/10665/349343/OEW47-1521112021.pdf,47,2021
https://iris.who.int/bitstream/handle/10665/348840/OEW46-0814112021.pdf,46,2021
https://iris.who.int/bitstream/handle/10665/348305/OEW45-0107112021.pdf,45,2021
https://iris.who.int/bitstream/handle/10665/347690/OEW44-2531102021.pdf,44,2021
https://iris.who.int/bitstream/handle/10665/347061/OEW43-1824102021.pdf,43,2021
https://iris.who.int/bitstream/handle/10665/346680/OEW42-1117102021.pdf,42,2021
https://iris.who.int/bitstream/handle/10665/346225/OEW41-0410102021.pdf,41,2021
https://iris.who.int/bitstream/handle/10665/345876/OEW40-270903102021.pdf,40,2021
https://iris.who.int/bitstream/handle/10665/345479/OEW39-2026092021.pdf,39,2021
https://iris.who.int/bitstream/handle/10665/345306/OEW38-1319092021.pdf,38,2021
https://iris.who.int/bitstream/handle/10665/345180/OEW37-0612092021.pdf,37,2021
https://iris.who.int/bitstream/handle/10665/345001/OEW36-300805092021.pdf,36,2021
https://iris.who.int/bitstream/handle/10665/344613/OEW35-2329082021.pdf,35,2021
https://iris.who.int/bitstream/handle/10665/344445/OEW34-1622082021.pdf,34,2021
https://iris.who.int/bitstream/handle/10665/344261/OEW33-0915082021.pdf,33,2021
https://iris.who.int/bitstream/handle/10665/343824/OEW32-0208082021.pdf,32,2021
https://iris.who.int/bitstream/handle/10665/343406/OEW31-260701082021.pdf,31,2021
https://iris.who.int/bitstream/handle/10665/343321/OEW30-1925072021.pdf,30,2021
https://iris.who.int/bitstream/handle/10665/343057/OEW29-1218072021.pdf,29,2021
https://iris.who.int/bitstream/handle/10665/342715/OEW28-0511072021.pdf,28,2021
https://iris.who.int/bitstream/handle/10665/342386/OEW27-280604072021.pdf,27,2021
https://iris.who.int/bitstream/handle/10665/342077/OEW26-2127062021.pdf,26,2021
https://iris.who.int/bitstream/handle/10665/341933/OEW25-1420062021.pdf,25,2021
https://iris.who.int/bitstream/handle/10665/341808/OEW24-0713062021.pdf,24,2021
https://iris.who.int/bitstream/handle/10665/341673/OEW23-310506062021.pdf,23,2021
https://iris.who.int/bitstream/handle/10665/341556/OEW22-2430052021.pdf,22,2021
https://iris.who.int/bitstream/handle/10665/341457/OEW21-1723052021.pdf,21,2021
https://iris.who.int/bitstream/handle/10665/341343/OEW20-1016052021.pdf,20,2021
https://iris.who.int/bitstream/handle/10665/341246/OEW19-0309052021.pdf,19,2021
https://iris.who.int/bitstream/handle/10665/341115/OEW18-2602052021.pdf,18,2021
https://iris.who.int/bitstream/handle/10665/340903/OEW16-1218042021.pdf,16,2021
https://iris.who.int/bitstream/handle/10665/340773/OEW15-0511042021.pdf,15,2021
https://iris.who.int/bitstream/handle/10665/340691/OEW14-2904042021.pdf,14,2021
https://iris.who.int/bitstream/handle/10665/340520/OEW13-2228032021.pdf,13,2021
https://iris.who.int/bitstream/handle/10665/340351/OEW12-1521032021.pdf,12,2021
https://iris.who.int/bitstream/handle/10665/340188/OEW11-0814032021.pdf,11,2021
https://iris.who.int/bitstream/handle/10665/340012/OEW10-0107032021.pdf,10,2021
https://iris.who.int/bitstream/handle/10665/339897/OEW09-2228022021.pdf,9,2021
https://iris.who.int/bitstream/handle/10665/339815/OEW08-1521022021.pdf,8,2021
https://iris.who.int/bitstream/handle/10665/339701/OEW07-0814022021.pdf,7,2021
https://iris.who.int/bitstream/handle/10665/339464/OEW06-0107022021.pdf,6,2021
https://iris.who.int/bitstream/handle/10665/339197/OEW05-2531012021.pdf,5,2021
https://iris.who.int/bitstream/handle/10665/338891/OEW04-1824012021.pdf,4,2021
https://iris.who.int/bitstream/handle/10665/338727/OEW03-1117012021.pdf,3,2021
https://iris.who.int/bitstream/handle/10665/338558/OEW02-0410012021..pdf,2,2021
https://iris.who.int/bitstream/handle/10665/338413/OEW01-271203012021.pdf,1,2021
https://iris.who.int/bitstream/handle/10665/338051/OEW51-1420122020.pdf,51,2020
https://iris.who.int/bitstream/handle/10665/338050/OEW49-291106122020.pdf,49,2020
https://iris.who.int/bitstream/handle/10665/337245/OEW48-2329112020.pdf,48,2020
https://iris.who.int/bitstream/handle/10665/337244/OEW47-1622112020.pdf,47,2020
https://iris.who.int/bitstream/handle/10665/336161/OEW42-1218102020.pdf,42,2020
http://apps.who.int/iris/bitstream/handle/10665/336026/OEW41-0511102020.pdf,41,2020
https://iris.who.int/bitstream/handle/10665/335869/OEW40-280904102020.pdf,40,2020
https://iris.who.int/bitstream/handle/10665/335723/OEW39-2127092020.pdf,39,2020
https://iris.who.int/bitstream/handle/10665/334353/OEW38-1420092020.pdf,38,2020
https://iris.who.int/bitstream/handle/10665/334303/OEW37-0713092020.pdf,37,2020
https://iris.who.int/bitstream/handle/10665/334185/OEW36-310806092020.pdf,36,2020
https://iris.who.int/bitstream/handle/10665/334083/OEW35-2430082020.pdf,35,2020
https://iris.who.int/bitstream/handle/10665/333969/OEW34-1723082020.pdf,34,2020
https://iris.who.int/bitstream/handle/10665/333855/OEW33-1016082020.pdf,33,2020
https://iris.who.int/bitstream/handle/10665/333769/OEW32-0309082020.pdf,32,2020
https://iris.who.int/bitstream/handle/10665/333629/OEW31-270703082020.pdf,31,2020
https://iris.who.int/bitstream/handle/10665/333517/OEW30-2026072020.pdf,30,2020
https://iris.who.int/bitstream/handle/10665/333349/OEW29-1319072020.pdf,29,2020
https://iris.who.int/bitstream/handle/10665/333222/OEW28-0612072020.pdf,28,2020
https://iris.who.int/bitstream/handle/10665/332993/OEW27-290505072020.pdf,27,2020
https://iris.who.int/bitstream/handle/10665/332877/OEW26-2228062020.pdf,26,2020
https://iris.who.int/bitstream/handle/10665/332594/OEW25-1521062020.pdf,25,2020
https://iris.who.int/bitstream/handle/10665/332416/OEW24-0814062020.pdf,24,2020
https://iris.who.int/bitstream/handle/10665/332302/OEW23-0107062020.pdf,23,2020
https://iris.who.int/bitstream/handle/10665/332246/OEW22-2531052020.pdf,22,2020
https://iris.who.int/bitstream/handle/10665/332178/OEW21-1824052020.pdf,21,2020
https://iris.who.int/bitstream/handle/10665/332112/OEW20-1117052020.pdf,20,2020
https://iris.who.int/bitstream/handle/10665/332067/OEW19-0410052020.pdf,19,2020
https://iris.who.int/bitstream/handle/10665/331957/OEW18-270403052020.pdf,18,2020
https://iris.who.int/bitstream/handle/10665/331892/OEW17-2026042020.pdf,17,2020
https://iris.who.int/bitstream/handle/10665/331806/OEW16-1319042020.pdf,16,2020
https://iris.who.int/bitstream/handle/10665/331747/OEW15-0612042020.pdf,15,2020
https://iris.who.int/bitstream/handle/10665/331692/OEW14-300305042020.pdf,14,2020
https://iris.who.int/bitstream/handle/10665/331619/OEW13-2329032020.pdf,13,2020
https://iris.who.int/bitstream/handle/10665/331451/OEW11-0915032020.pdf,11,2020
https://iris.who.int/bitstream/handle/10665/331406/OEW10-0208032020.pdf,10,2020
https://iris.who.int/bitstream/handle/10665/331284/OEW09-240201032020.pdf,9,2020
https://apps.who.int/iris/bitstream/handle/10665/331169/OEW08-1723022020.pdf,8,2020
https://iris.who.int/bitstream/handle/10665/331023/OEW07-1016022020.pdf,7,2020
https://iris.who.int/bitstream/handle/10665/330862/OEW06-0309022020.pdf,6,2020
https://iris.who.int/bitstream/handle/10665/330744/OEW05-270102022020.pdf,5,2020
https://iris.who.int/bitstream/handle/10665/330642/OEW04-2026012020.pdf,4,2020
https://iris.who.int/bitstream/handle/10665/330529/OEW03-1319012020.pdf,3,2020
https://iris.who.int/bitstream/handle/10665/330398/OEW02-0612012020.pdf,2,2020
https://iris.who.int/bitstream/handle/10665/330353/OEW01-05012020.pdf,1,2020
https://iris.who.int/bitstream/handle/10665/330351/OEW52-31122019.pdf,52,2019
https://iris.who.int/bitstream/handle/10665/330302/OEW51-23122019.pdf,51,2019
https://iris.who.int/bitstream/handle/10665/330150/OEW50-16122019.pdf,50,2019
https://iris.who.int/bitstream/handle/10665/330076/OEW49-09122019.pdf,49,2019
https://iris.who.int/bitstream/handle/10665/330027/OEW48-02122019.pdf,48,2019
https://iris.who.int/bitstream/handle/10665/329974/OEW47-25112019.pdf,47,2019
https://iris.who.int/bitstream/item/334140/OEW46-18112019.pdf,46,2019
https://iris.who.int/bitstream/handle/10665/329898/OEW45-0410112019.pdf,45,2019
https://iris.who.int/bitstream/handle/10665/329654/OEW44-281003112019.pdf,44,2019
https://iris.who.int/bitstream/handle/10665/329488/OEW43-2127102019.pdf,43,2019
https://iris.who.int/bitstream/handle/10665/329415/OEW42-1420102019.pdf,42,2019
https://iris.who.int/bitstream/handle/10665/329330/OEW41-0713102019.pdf,41,2019
https://iris.who.int/bitstream/handle/10665/328778/OEW40-300906102019.pdf,40,2019
https://iris.who.int/bitstream/handle/10665/328264/OEW39-2329092019.pdf,39,2019
https://iris.who.int/bitstream/handle/10665/327836/OEW38-1622092019.pdf,38,2019
https://iris.who.int/bitstream/handle/10665/327408/OEW37-0915092019.pdf,37,2019
https://iris.who.int/bitstream/handle/10665/326997/OEW36-0208092019.pdf,36,2019
https://iris.who.int/bitstream/handle/10665/326846/OEW35-260801092019.pdf,35,2019
https://iris.who.int/bitstream/handle/10665/326596/OEW34-1925082019.pdf,34,2019
https://iris.who.int/bitstream/handle/10665/326465/OEW33-1218082019.pdf,33,2019
https://iris.who.int/bitstream/handle/10665/326304/OEW32-0511082019.pdf,32,2019
https://iris.who.int/bitstream/handle/10665/326159/OEW31-290704082019.pdf,31,2019
https://iris.who.int/bitstream/handle/10665/326098/OEW30-2228072019.pdf,30,2019
https://apps.who.int/iris/bitstream/handle/10665/325979/OEW29-1521072019.pdf,29,2019
https://iris.who.int/bitstream/handle/10665/325864/OEW28-0814072019.pdf,28,2019
https://iris.who.int/bitstream/handle/10665/325777/OEW27-0107072019.pdf,27,2019
https://iris.who.int/bitstream/handle/10665/325649/OEW26-2430062019.pdf,26,2019
https://iris.who.int/bitstream/handle/10665/325542/OEW25-1723062019.pdf,25,2019
https://iris.who.int/bitstream/handle/10665/325382/OEW24-1016062019.pdf,24,2019
https://iris.who.int/bitstream/handle/10665/325162/OEW23-0309062019.pdf,23,2019
https://iris.who.int/bitstream/handle/10665/325086/OEW22-270502062019.pdf,22,2019
https://iris.who.int/bitstream/handle/10665/324950/OEW21-2026052019.pdf,21,2019
https://iris.who.int/bitstream/handle/10665/324819/OEW20-1319052019.pdf,20,2019
https://iris.who.int/bitstream/handle/10665/312347/OEW19-0612052019.pdf,19,2019
https://iris.who.int/bitstream/handle/10665/312254/OEW18-290405052019.pdf,18,2019
https://iris.who.int/bitstream/handle/10665/312137/OEW17-2228042019.pdf,17,2019
https://iris.who.int/bitstream/handle/10665/312048/OEW16-1521042019.pdf,16,2019
https://iris.who.int/bitstream/handle/10665/311934/OEW15-0814042019.pdf,15,2019
https://iris.who.int/bitstream/handle/10665/311779/OEW14-0107042019.pdf,14,2019
https://iris.who.int/bitstream/handle/10665/311613/OEW13-2531032019.pdf,13,2019
https://iris.who.int/bitstream/handle/10665/311482/OEW12-1824032019.pdf,12,2019
https://iris.who.int/bitstream/handle/10665/311346/OEW11-1117032019.pdf,11,2019
https://iris.who.int/bitstream/handle/10665/311210/OEW10-0410032019.pdf,10,2019
https://iris.who.int/bitstream/handle/10665/311066/OEW09-2503032019.pdf,9,2019
https://iris.who.int/bitstream/handle/10665/310988/OEW08-1824022019.pdf,8,2019
https://iris.who.int/bitstream/handle/10665/310904/OEW07-1117022019.pdf,7,2019
https://iris.who.int/bitstream/handle/10665/280135/OEW06-0410022019.pdf,6,2019
https://iris.who.int/bitstream/handle/10665/279981/OEW05-2601022019.pdf,5,2019
https://iris.who.int/bitstream/handle/10665/279866/OEW04-1925012019.pdf,4,2019
https://iris.who.int/bitstream/handle/10665/279763/OEW03-1218012019.pdf,3,2019
https://iris.who.int/bitstream/handle/10665/279455/OEW02-0511012019.pdf,2,2019
https://iris.who.int/bitstream/handle/10665/278952/OEW01-29122018-04012019.pdf,1,2019
https://iris.who.int/bitstream/handle/10665/277423/OEW52-2228122018.pdf,52,2018
https://iris.who.int/bitstream/handle/10665/277377/OEW51-1521122018.pdf,51,2018
https://iris.who.int/bitstream/handle/10665/277186/OEW50-0814122018.pdf,50,2018
https://iris.who.int/bitstream/handle/10665/276677/OEW49-0107122018.pdf,49,2018
https://iris.who.int/bitstream/handle/10665/276298/OEW48-2430112018.pdf,48,2018
https://iris.who.int/bitstream/handle/10665/276043/OEW47-1723112018.pdf,47,2018
https://iris.who.int/bitstream/handle/10665/275935/OEW46-1016112018.pdf,46,2018
https://iris.who.int/bitstream/handle/10665/275825/OEW45-0309112018.pdf,45,2018
https://iris.who.int/bitstream/handle/10665/275741/OEW44-271002112018.pdf,44,2018
https://iris.who.int/bitstream/handle/10665/275620/OEW43-2026102018.pdf,43,2018
https://iris.who.int/bitstream/handle/10665/275493/OEW42-1319102018.pdf,42,2018
https://iris.who.int/bitstream/handle/10665/275414/OEW41-0612102018.pdf,41,2018
https://iris.who.int/bitstream/handle/10665/275368/OEW40-290905102018.pdf,40,2018
https://iris.who.int/bitstream/handle/10665/275136/OEW39-2228092018.pdf,39,2018
https://iris.who.int/bitstream/handle/10665/274791/OEW38-1521092018.pdf,38,2018
http://apps.who.int/iris/bitstream/handle/10665/274452/OEW37-0814092018.pdf,37,2018
https://iris.who.int/bitstream/handle/10665/274335/OEW36-15092018.pdf,36,2018
https://iris.who.int/bitstream/handle/10665/274299/OEW35-2531082018.pdf,35,2018
http://apps.who.int/iris/bitstream/handle/10665/274276/OEW34-1824082018.pdf,34,2018
https://iris.who.int/bitstream/handle/10665/274183/OEW33-1117082018.pdf,33,2018
https://iris.who.int/bitstream/handle/10665/273839/OEW32-041082018.pdf,32,2018
https://iris.who.int/bitstream/handle/10665/273631/OEW31-2873082018.pdf,31,2018
https://iris.who.int/bitstream/handle/10665/273497/OEW30-2127072018.pdf,30,2018
https://iris.who.int/bitstream/handle/10665/273214/OEW29-1420072018.pdf,29,2018
https://iris.who.int/bitstream/handle/10665/273143/OEW28-0713072018.pdf,28,2018
https://iris.who.int/bitstream/handle/10665/273028/OEW27-300606072018.pdf,27,2018
https://iris.who.int/bitstream/handle/10665/272981/OEW26-2329062018.pdf,26,2018
https://iris.who.int/bitstream/handle/10665/272939/OEW25_1622062018.pdf,25,2018
https://iris.who.int/bitstream/handle/10665/272848/OEW24-815062018.pdf,24,2018
https://iris.who.int/bitstream/handle/10665/272808/OEW23-020862018.pdf,23,2018
https://iris.who.int/bitstream/handle/10665/272749/OEW22-260501062018.pdf,22,2018
https://iris.who.int/bitstream/handle/10665/272668/OEW21-1925052018.pdf,21,2018
https://iris.who.int/bitstream/handle/10665/272613/OEW20-1218052018.pdf,20,2018
https://iris.who.int/bitstream/handle/10665/272519/OEW19-511042018.pdf,19,2018
https://iris.who.int/bitstream/handle/10665/272450/OEW18-280404052018.pdf,18,2018
https://iris.who.int/bitstream/handle/10665/272431/OEW17-2127042018.pdf,17,2018
https://iris.who.int/bitstream/handle/10665/272386/OEW16-142042018.pdf,16,2018
https://iris.who.int/bitstream/handle/10665/272360/OEW15-071342018.pdf,15,2018
https://iris.who.int/bitstream/handle/10665/272343/OEW14-310306042018.pdf,14,2018
https://iris.who.int/bitstream/handle/10665/272281/OEW13-2430032018.pdf,13,2018
https://iris.who.int/bitstream/handle/10665/272254/OEW12-172332018.pdf,12,2018
https://iris.who.int/bitstream/handle/10665/260520/OEW11-101632018.pdf?sequence=1,11,2018
https://iris.who.int/bitstream/handle/10665/260468/OEW10-39032018.pdf?sequence=3,10,2018
https://iris.who.int/bitstream/handle/10665/260412/OEW9-24022032018.pdf?sequence=3,9,2018
https://iris.who.int/bitstream/handle/10665/260335/OEW8-1723022018.pdf?sequence=1,8,2018
https://iris.who.int/bitstream/handle/10665/260242/OEW7-101622018.pdf?sequence=1,7,2018
https://iris.who.int/bitstream/handle/10665/260157/OEW6-030922018.pdf?sequence=1,6,2018
https://iris.who.int/bitstream/handle/10665/260122/OEW5-2701222018.pdf?sequence=1,5,2018
https://iris.who.int/bitstream/handle/10665/259942/OEW4-202612018.pdf?sequence=1,4,2018
https://iris.who.int/bitstream/handle/10665/259885/OEW03-1319012018.pdf?sequence=1,3,2018
https://iris.who.int/bitstream/handle/10665/259850/OEW02-0612012018.pdf?sequence=1,2,2018
https://iris.who.int/bitstream/handle/10665/259809/OEW1-2018.pdf?sequence=1,1,2018
https://iris.who.int/bitstream/handle/10665/259794/OEW52-2329122017.pdf?sequence=1,52,2017
https://iris.who.int/bitstream/handle/10665/259745/OEW51-1622122017.pdf?sequence=1,51,2017
https://iris.who.int/bitstream/handle/10665/259709/OEW50-1015122017.pdf?sequence=1,50,2017
https://iris.who.int/bitstream/handle/10665/259635/OEW49-29122017.pdf?sequence=1,49,2017
https://iris.who.int/bitstream/handle/10665/259557/OEW48-2504122017.pdf?sequence=1,48,2017
https://iris.who.int/bitstream/handle/10665/259515/OEW47-1824112017.pdf?sequence=1,47,2017
https://iris.who.int/bitstream/handle/10665/259485/OEW46-11172017.pdf?sequence=1,46,2017
https://iris.who.int/bitstream/handle/10665/259453/OEW45-0410112017.pdf?sequence=1,45,2017
https://iris.who.int/bitstream/handle/10665/259401/OEW44-28103112017.pdf?sequence=1,44,2017
https://iris.who.int/bitstream/handle/10665/259376/OEW43-2127102017.pdf?sequence=1,43,2017
https://iris.who.int/bitstream/handle/10665/259352/OEW42-1420102017.pdf?sequence=1,42,2017
https://iris.who.int/bitstream/handle/10665/259263/OEW41-713102017.pdf?sequence=1,41,2017
https://iris.who.int/bitstream/handle/10665/259207/OEW40-30906102017.pdf?sequence=1,40,2017
https://iris.who.int/bitstream/handle/10665/259084/OWE39-232992017.pdf?sequence=1,39,2017
